Date,Year,Month,Number of  Users,Country,State,Product Category,Sub Category,Quantity, Unit Cost , Unit Price , Cost , Revenue 
7/3/16,2016 ,July,48,Brazil,Bahia,Educational Services,Basic Training,1," 1,050.00 "," 1,302.00 "," 1,050.00 "," 1,302.00 "
8/13/15,2015 ,August,48,Brazil,Bahia,Educational Services,Basic Training,3, 35.00 , 38.00 , 105.00 , 114.00 
8/27/15,2015 ,August,48,Brazil,Bahia,Educational Services,Basic Training,1, 315.00 , 345.00 , 315.00 , 345.00 
9/18/15,2015 ,September,48,Brazil,Bahia,Educational Services,Basic Training,3, 186.67 , 207.00 , 560.00 , 621.00 
11/8/15,2015 ,November,48,Brazil,Bahia,Educational Services,Basic Training,3, 35.00 , 36.00 , 105.00 , 108.00 
12/2/15,2015 ,December,48,Brazil,Bahia,Educational Services,Basic Training,3, 210.00 , 241.00 , 630.00 , 723.00 
8/9/15,2015 ,August,47,Brazil,Goias,Educational Services,Data Collection,2, 385.00 , 393.50 , 770.00 , 787.00 
8/9/15,2015 ,August,47,Brazil,Goias,Educational Services,Data Collection,2, 52.50 , 56.50 , 105.00 , 113.00 
8/18/15,2015 ,August,47,Brazil,Goias,Educational Services,Food Security,3, 513.33 , 554.00 ," 1,540.00 "," 1,662.00 "
6/24/16,2016 ,June,58,Chile,Tamarugal,Educational Services,Supervisor trainings,3, 315.00 , 411.00 , 945.00 ," 1,233.00 "
8/24/15,2015 ,August,58,Chile,Tamarugal,Educational Services,Supervisor trainings,3, 326.67 , 368.67 , 980.00 ," 1,106.00 "
9/12/15,2015 ,September,58,Chile,Tamarugal,Educational Services,Supervisor trainings,3, 315.00 , 364.00 , 945.00 ," 1,092.00 "
2/17/16,2016 ,February,23,Chile,Tamarugal,Educational Services,Data Collection ,2, 71.50 , 87.00 , 143.00 , 174.00 
6/3/16,2016 ,June,23,Chile,Tamarugal,Educational Services,Data Collection ,3, 53.00 , 72.33 , 159.00 , 217.00 
6/15/16,2016 ,June,47,Brazil,Amazonas,Educational Services,Data Collection ,1, 111.00 , 129.00 , 111.00 , 129.00 
3/29/16,2016 ,March,46,Brazil,Bahia,Educational Services,Basic Training,1, 105.00 , 129.00 , 105.00 , 129.00 
4/10/16,2016 ,April,46,Brazil,Bahia,Consultant Services,Food Quality Evaluation,3, 180.00 , 202.00 , 540.00 , 606.00 
6/5/16,2016 ,June,46,Brazil,Bahia,Consultant Services,Test Procedures,1, 742.00 , 677.00 , 742.00 , 677.00 
6/5/16,2016 ,June,46,Brazil,Bahia,Educational Services,Basic Training,2, 52.50 , 67.50 , 105.00 , 135.00 
1/13/15,2015 ,January,46,Brazil,Bahia,Consultant Services,Test Procedures,3, 683.00 , 623.00 ," 2,049.00 "," 1,869.00 "
1/15/15,2015 ,January,46,Brazil,Bahia,Consultant Services,Test Procedures,2," 1,035.50 ", 973.50 ," 2,071.00 "," 1,947.00 "
7/31/15,2015 ,July,46,Brazil,Bahia,Consultant Services,Test Procedures,1," 2,295.00 "," 2,239.00 "," 2,295.00 "," 2,239.00 "
7/31/15,2015 ,July,46,Brazil,Bahia,Educational Services,Basic Training,2, 262.50 , 260.00 , 525.00 , 520.00 
12/5/15,2015 ,December,46,Brazil,Bahia,Consultant Services,Test Procedures,1, 742.00 , 658.00 , 742.00 , 658.00 
3/9/16,2016 ,March,46,Brazil,Bahia,Educational Services,High level food mng,1, 637.00 , 856.00 , 637.00 , 856.00 
1/15/16,2016 ,January,46,Brazil,Goias,Educational Services,Data Collection,2, 15.00 , 18.50 , 30.00 , 37.00 
1/15/16,2016 ,January,46,Brazil,Goias,Educational Services,Data Collection,1, 100.00 , 138.00 , 100.00 , 138.00 
1/29/16,2016 ,January,46,Brazil,Goias,Educational Services,Data Collection,2, 35.00 , 40.00 , 70.00 , 80.00 
1/29/16,2016 ,January,46,Brazil,Goias,Educational Services,Data Collection,1, 60.00 , 73.00 , 60.00 , 73.00 
4/2/16,2016 ,April,46,Brazil,Goias,Educational Services,Data Collection,1, 425.00 , 508.00 , 425.00 , 508.00 
4/2/16,2016 ,April,46,Brazil,Goias,Educational Services,Data Collection,1, 44.00 , 54.00 , 44.00 , 54.00 
8/25/15,2015 ,August,46,Brazil,Goias,Educational Services,Data Collection,3, 12.33 , 12.00 , 37.00 , 36.00 
9/3/15,2015 ,September,46,Brazil,Goias,Educational Services,Data Collection,2, 255.00 , 297.50 , 510.00 , 595.00 
9/3/15,2015 ,September,46,Brazil,Goias,Educational Services,Data Collection,3, 48.33 , 49.00 , 145.00 , 147.00 
10/2/15,2015 ,October,46,Brazil,Goias,Educational Services,Data Collection,1, 385.00 , 414.00 , 385.00 , 414.00 
12/7/15,2015 ,December,46,Brazil,Goias,Educational Services,Data Collection,3, 198.33 , 217.00 , 595.00 , 651.00 
12/7/15,2015 ,December,46,Brazil,Goias,Educational Services,Data Collection,2, 67.50 , 78.50 , 135.00 , 157.00 
10/8/15,2015 ,October,23,Chile,Tamarugal,Educational Services,Data Collection ,1, 175.00 , 190.00 , 175.00 , 190.00 
6/10/16,2016 ,June,67,Chile,Tamarugal,Educational Services,Data Collection,3, 13.67 , 17.33 , 41.00 , 52.00 
1/17/16,2016 ,January,46,Brazil,Amazonas,Educational Services,Data Collection ,1, 207.00 , 275.00 , 207.00 , 275.00 
11/27/15,2015 ,November,67,Chile,Tamarugal,Educational Services,Data Collection,2, 490.00 , 518.50 , 980.00 ," 1,037.00 "
1/2/16,2016 ,January,24,Chile,Tamarugal,Educational Services,Data Collection,2, 65.00 , 72.50 , 130.00 , 145.00 
1/2/16,2016 ,January,24,Chile,Tamarugal,Educational Services,Data Collection,3, 9.67 , 10.67 , 29.00 , 32.00 
2/12/16,2016 ,February,24,Chile,Tamarugal,Educational Services,Data Collection,3, 200.00 , 251.67 , 600.00 , 755.00 
2/12/16,2016 ,February,24,Chile,Tamarugal,Educational Services,Data Collection,2, 44.00 , 51.50 , 88.00 , 103.00 
2/18/16,2016 ,February,24,Chile,Tamarugal,Educational Services,Data Collection,2, 268.50 , 364.00 , 537.00 , 728.00 
2/18/16,2016 ,February,24,Chile,Tamarugal,Educational Services,Data Collection,2, 20.00 , 24.50 , 40.00 , 49.00 
2/18/16,2016 ,February,24,Chile,Tamarugal,Educational Services,Data Collection,2, 18.50 , 22.50 , 37.00 , 45.00 
2/28/16,2016 ,February,24,Chile,Tamarugal,Educational Services,Data Collection,1, 48.00 , 54.00 , 48.00 , 54.00 
3/27/16,2016 ,March,24,Chile,Tamarugal,Educational Services,Data Collection,3, 191.67 , 214.67 , 575.00 , 644.00 
3/27/16,2016 ,March,24,Chile,Tamarugal,Educational Services,Data Collection,3, 37.33 , 47.67 , 112.00 , 143.00 
3/27/16,2016 ,March,24,Chile,Tamarugal,Educational Services,Data Collection,1, 62.00 , 74.00 , 62.00 , 74.00 
4/8/16,2016 ,April,24,Chile,Tamarugal,Educational Services,Data Collection,1, 232.00 , 275.00 , 232.00 , 275.00 
4/25/16,2016 ,April,24,Chile,Tamarugal,Educational Services,Data Collection,3, 141.33 , 184.33 , 424.00 , 553.00 
4/25/16,2016 ,April,24,Chile,Tamarugal,Educational Services,Data Collection,2, 15.00 , 16.00 , 30.00 , 32.00 
5/12/16,2016 ,May,24,Chile,Tamarugal,Educational Services,Data Collection,1, 560.00 , 626.00 , 560.00 , 626.00 
5/12/16,2016 ,May,24,Chile,Tamarugal,Educational Services,Data Collection,2, 60.00 , 67.00 , 120.00 , 134.00 
5/28/16,2016 ,May,24,Chile,Tamarugal,Educational Services,Data Collection,3, 38.33 , 45.00 , 115.00 , 135.00 
5/28/16,2016 ,May,24,Chile,Tamarugal,Educational Services,Data Collection,1, 53.00 , 65.00 , 53.00 , 65.00 
6/6/16,2016 ,June,24,Chile,Tamarugal,Educational Services,Data Collection,1, 69.00 , 86.00 , 69.00 , 86.00 
8/3/15,2015 ,August,24,Chile,Tamarugal,Educational Services,Data Collection,3, 3.33 , 3.67 , 10.00 , 11.00 
8/3/15,2015 ,August,24,Chile,Tamarugal,Educational Services,Data Collection,2, 319.00 , 329.50 , 638.00 , 659.00 
8/10/15,2015 ,August,24,Chile,Tamarugal,Educational Services,Data Collection,1, 420.00 , 475.00 , 420.00 , 475.00 
8/10/15,2015 ,August,24,Chile,Tamarugal,Educational Services,Data Collection,1, 150.00 , 154.00 , 150.00 , 154.00 
8/13/15,2015 ,August,24,Chile,Tamarugal,Educational Services,Data Collection,2, 360.00 , 395.50 , 720.00 , 791.00 
8/13/15,2015 ,August,24,Chile,Tamarugal,Educational Services,Data Collection,3, 3.33 , 3.67 , 10.00 , 11.00 
10/13/15,2015 ,October,24,Chile,Tamarugal,Educational Services,Data Collection,2, 345.00 , 365.50 , 690.00 , 731.00 
10/13/15,2015 ,October,24,Chile,Tamarugal,Educational Services,Data Collection,3, 16.00 , 16.67 , 48.00 , 50.00 
10/25/15,2015 ,October,24,Chile,Tamarugal,Educational Services,Data Collection,1, 105.00 , 113.00 , 105.00 , 113.00 
10/25/15,2015 ,October,24,Chile,Tamarugal,Educational Services,Data Collection,1, 65.00 , 75.00 , 65.00 , 75.00 
10/25/15,2015 ,October,24,Chile,Tamarugal,Educational Services,Data Collection,2, 424.00 , 445.50 , 848.00 , 891.00 
11/15/15,2015 ,November,24,Chile,Tamarugal,Educational Services,Data Collection,3, 96.67 , 107.67 , 290.00 , 323.00 
11/16/15,2015 ,November,24,Chile,Tamarugal,Educational Services,Data Collection,3, 130.33 , 132.00 , 391.00 , 396.00 
11/16/15,2015 ,November,24,Chile,Tamarugal,Educational Services,Data Collection,1, 80.00 , 94.00 , 80.00 , 94.00 
11/16/15,2015 ,November,24,Chile,Tamarugal,Educational Services,Data Collection,2, 2.50 , 2.50 , 5.00 , 5.00 
11/19/15,2015 ,November,24,Chile,Tamarugal,Educational Services,Data Collection,1, 480.00 , 493.00 , 480.00 , 493.00 
11/19/15,2015 ,November,24,Chile,Tamarugal,Educational Services,Data Collection,1, 406.00 , 398.00 , 406.00 , 398.00 
11/19/15,2015 ,November,24,Chile,Tamarugal,Educational Services,Data Collection,2, 30.00 , 36.00 , 60.00 , 72.00 
12/27/15,2015 ,December,24,Chile,Tamarugal,Educational Services,Data Collection,2, 125.00 , 136.00 , 250.00 , 272.00 
2/20/16,2016 ,February,40,France,Essonne,Consultant Services,Test Procedures,2," 1,192.00 "," 1,396.00 "," 2,384.00 "," 2,792.00 "
2/20/16,2016 ,February,40,France,Essonne,Educational Services,Data Collection,2, 246.50 , 314.50 , 493.00 , 629.00 
2/20/16,2016 ,February,40,France,Essonne,Educational Services,Data Collection,2, 20.00 , 26.00 , 40.00 , 52.00 
2/20/16,2016 ,February,40,France,Essonne,Educational Services,Data Collection,3, 6.00 , 6.67 , 18.00 , 20.00 
2/20/16,2016 ,February,40,France,Essonne,Educational Services,Food Management,3, 318.00 , 321.67 , 954.00 , 965.00 
2/20/16,2016 ,February,40,France,Essonne,Food Products,Minerals,1, 153.00 , 155.00 , 153.00 , 155.00 
5/1/16,2016 ,May,40,France,Essonne,Consultant Services,Test Procedures,1," 2,384.00 "," 2,292.00 "," 2,384.00 "," 2,292.00 "
5/1/16,2016 ,May,40,France,Essonne,Educational Services,Basic Training,2, 262.50 , 316.50 , 525.00 , 633.00 
5/1/16,2016 ,May,40,France,Essonne,Food Products,Minerals,1, 135.00 , 172.00 , 135.00 , 172.00 
7/2/15,2015 ,July,40,France,Essonne,Educational Services,Basic Training,1, 315.00 , 353.00 , 315.00 , 353.00 
10/6/15,2015 ,October,40,France,Essonne,Educational Services,Data Collection,1, 90.00 , 124.00 , 90.00 , 124.00 
10/6/15,2015 ,October,40,France,Essonne,Educational Services,Data Collection,3, 233.33 , 222.00 , 700.00 , 666.00 
10/6/15,2015 ,October,40,France,Essonne,Educational Services,Basic Training,2, 437.50 , 342.00 , 875.00 , 684.00 
10/6/15,2015 ,October,40,France,Essonne,Food Products,Seed,3, 378.00 , 362.00 ," 1,134.00 "," 1,086.00 "
11/13/15,2015 ,November,40,France,Essonne,Consultant Services,Test Procedures,2, 371.00 , 301.00 , 742.00 , 602.00 
11/13/15,2015 ,November,40,France,Essonne,Educational Services,Data Collection,2, 290.00 , 286.00 , 580.00 , 572.00 
11/13/15,2015 ,November,40,France,Essonne,Educational Services,Data Collection,2, 37.50 , 38.50 , 75.00 , 77.00 
11/13/15,2015 ,November,40,France,Essonne,Educational Services,Basic Training,1, 350.00 , 275.00 , 350.00 , 275.00 
1/11/16,2016 ,January,40,India,Assam,Consultant Services,Test Procedures,3, 567.00 , 790.00 ," 1,701.00 "," 2,370.00 "
1/11/16,2016 ,January,40,India,Assam,Educational Services,Supervisor trainings,2, 192.50 , 199.00 , 385.00 , 398.00 
1/18/16,2016 ,January,40,India,Assam,Consultant Services,Accounting and Management,2," 1,160.00 "," 1,511.50 "," 2,320.00 "," 3,023.00 "
1/18/16,2016 ,January,40,India,Assam,Educational Services,High level food mng,2, 115.00 , 147.00 , 230.00 , 294.00 
1/18/16,2016 ,January,40,India,Assam,Educational Services,High level food mng,1, 140.00 , 167.00 , 140.00 , 167.00 
1/18/16,2016 ,January,40,India,Assam,Educational Services,Supervisor trainings,2, 472.50 , 436.50 , 945.00 , 873.00 
1/21/16,2016 ,January,40,India,Assam,Consultant Services,Accounting and Management,1," 2,295.00 "," 2,741.00 "," 2,295.00 "," 2,741.00 "
1/21/16,2016 ,January,40,India,Assam,Educational Services,Supervisor trainings,3, 291.67 , 416.33 , 875.00 ," 1,249.00 "
2/23/16,2016 ,February,40,India,Assam,Consultant Services,Networking,1," 2,384.00 "," 2,776.00 "," 2,384.00 "," 2,776.00 "
3/30/16,2016 ,March,40,India,Assam,Consultant Services,Test Procedures,2, 850.50 , 965.50 ," 1,701.00 "," 1,931.00 "
3/30/16,2016 ,March,40,India,Assam,Educational Services,Supervisor trainings,3, 338.33 , 483.33 ," 1,015.00 "," 1,450.00 "
5/21/16,2016 ,May,40,India,Assam,Consultant Services,Networking,1, 742.00 , 668.00 , 742.00 , 668.00 
5/21/16,2016 ,May,40,India,Assam,Educational Services,High level food mng,2, 18.00 , 20.50 , 36.00 , 41.00 
5/21/16,2016 ,May,40,India,Assam,Educational Services,High level food mng,1, 50.00 , 68.00 , 50.00 , 68.00 
5/21/16,2016 ,May,40,India,Assam,Food Products,Containers,2, 330.50 , 468.00 , 661.00 , 936.00 
6/6/16,2016 ,June,40,India,Assam,Consultant Services,Networking,3, 794.67 , 983.00 ," 2,384.00 "," 2,949.00 "
6/6/16,2016 ,June,40,India,Assam,Educational Services,Supervisor trainings,2, 280.00 , 306.00 , 560.00 , 612.00 
3/6/15,2015 ,March,40,India,Assam,Consultant Services,Test Procedures,1," 2,443.00 "," 2,499.00 "," 2,443.00 "," 2,499.00 "
3/23/15,2015 ,March,40,India,Assam,Consultant Services,Accounting and Management,1," 2,049.00 "," 2,271.00 "," 2,049.00 "," 2,271.00 "
3/30/15,2015 ,March,40,India,Assam,Consultant Services,Test Procedures,2," 1,091.00 ", 827.50 ," 2,182.00 "," 1,655.00 "
7/9/15,2015 ,July,40,India,Assam,Consultant Services,Accounting and Management,2," 1,160.00 ", 799.50 ," 2,320.00 "," 1,599.00 "
11/27/15,2015 ,November,40,India,Assam,Consultant Services,Accounting and Management,1, 565.00 , 692.00 , 565.00 , 692.00 
11/27/15,2015 ,November,40,India,Assam,Educational Services,High level food mng,3, 26.67 , 32.33 , 80.00 , 97.00 
12/8/15,2015 ,December,40,India,Assam,Consultant Services,Test Procedures,2, 270.00 , 184.00 , 540.00 , 368.00 
1/20/16,2016 ,January,40,United Kingdom,England,Consultant Services,Food Quality Evaluation,3, 180.00 , 189.00 , 540.00 , 567.00 
1/20/16,2016 ,January,40,United Kingdom,England,Educational Services,Basic Training,3, 81.67 , 94.33 , 245.00 , 283.00 
1/24/16,2016 ,January,40,United Kingdom,England,Consultant Services,Test Procedures,1," 2,384.00 "," 2,425.00 "," 2,384.00 "," 2,425.00 "
2/3/16,2016 ,February,40,United Kingdom,England,Consultant Services,Test Procedures,1," 2,295.00 "," 2,296.00 "," 2,295.00 "," 2,296.00 "
2/3/16,2016 ,February,40,United Kingdom,England,Educational Services,Basic Training,3, 256.67 , 341.00 , 770.00 ," 1,023.00 "
4/14/16,2016 ,April,40,United Kingdom,England,Consultant Services,Test Procedures,1," 2,320.00 "," 2,308.00 "," 2,320.00 "," 2,308.00 "
4/14/16,2016 ,April,40,United Kingdom,England,Educational Services,Basic Training,2, 70.00 , 90.50 , 140.00 , 181.00 
4/28/16,2016 ,April,40,United Kingdom,England,Consultant Services,Test Procedures,3, 794.67 , 758.33 ," 2,384.00 "," 2,275.00 "
4/28/16,2016 ,April,40,United Kingdom,England,Educational Services,Basic Training,2, 525.00 , 685.00 ," 1,050.00 "," 1,370.00 "
4/29/16,2016 ,April,40,United Kingdom,England,Consultant Services,Test Procedures,3, 765.00 , 834.67 ," 2,295.00 "," 2,504.00 "
6/5/16,2016 ,June,40,United Kingdom,England,Consultant Services,Test Procedures,2," 1,160.00 "," 1,234.00 "," 2,320.00 "," 2,468.00 "
6/13/16,2016 ,June,40,United Kingdom,England,Consultant Services,Test Procedures,2," 1,192.00 "," 1,250.50 "," 2,384.00 "," 2,501.00 "
6/13/16,2016 ,June,40,United Kingdom,England,Educational Services,Basic Training,1, 945.00 ," 1,232.00 ", 945.00 ," 1,232.00 "
6/15/16,2016 ,June,40,United Kingdom,England,Consultant Services,Test Procedures,1," 2,384.00 "," 2,446.00 "," 2,384.00 "," 2,446.00 "
7/28/16,2016 ,July,40,United Kingdom,England,Educational Services,Basic Training,2, 262.50 , 327.00 , 525.00 , 654.00 
6/8/15,2015 ,June,40,United Kingdom,England,Consultant Services,Food Quality Evaluation,2," 1,091.00 ", 961.00 ," 2,182.00 "," 1,922.00 "
6/17/15,2015 ,June,40,United Kingdom,England,Consultant Services,Test Procedures,1," 2,049.00 "," 1,892.00 "," 2,049.00 "," 1,892.00 "
6/21/15,2015 ,June,40,United Kingdom,England,Consultant Services,Food Quality Evaluation,1," 2,443.00 "," 2,314.00 "," 2,443.00 "," 2,314.00 "
6/30/15,2015 ,June,40,United Kingdom,England,Consultant Services,Test Procedures,3, 683.00 , 628.00 ," 2,049.00 "," 1,884.00 "
7/16/15,2015 ,July,40,United Kingdom,England,Consultant Services,Test Procedures,1," 2,295.00 "," 2,084.00 "," 2,295.00 "," 2,084.00 "
7/16/15,2015 ,July,40,United Kingdom,England,Educational Services,Basic Training,1, 315.00 , 359.00 , 315.00 , 359.00 
7/24/15,2015 ,July,40,United Kingdom,England,Consultant Services,Test Procedures,3, 773.33 , 740.67 ," 2,320.00 "," 2,222.00 "
7/31/15,2015 ,July,40,United Kingdom,England,Consultant Services,Food Quality Evaluation,2," 1,221.50 "," 1,125.50 "," 2,443.00 "," 2,251.00 "
8/4/15,2015 ,August,40,United Kingdom,England,Consultant Services,Test Procedures,1," 2,295.00 "," 2,376.00 "," 2,295.00 "," 2,376.00 "
8/12/15,2015 ,August,40,United Kingdom,England,Consultant Services,Test Procedures,3, 247.33 , 256.67 , 742.00 , 770.00 
9/2/15,2015 ,September,40,United Kingdom,England,Consultant Services,Food Quality Evaluation,1," 2,443.00 "," 2,318.00 "," 2,443.00 "," 2,318.00 "
9/25/15,2015 ,September,40,United Kingdom,England,Consultant Services,Test Procedures,3, 247.33 , 219.67 , 742.00 , 659.00 
9/25/15,2015 ,September,40,United Kingdom,England,Educational Services,Basic Training,3, 70.00 , 77.67 , 210.00 , 233.00 
10/10/15,2015 ,October,40,United Kingdom,England,Consultant Services,Food Quality Evaluation,1, 540.00 , 465.00 , 540.00 , 465.00 
10/10/15,2015 ,October,40,United Kingdom,England,Educational Services,Basic Training,1, 420.00 , 456.00 , 420.00 , 456.00 
10/25/15,2015 ,October,40,United Kingdom,England,Educational Services,Basic Training,2, 420.00 , 462.50 , 840.00 , 925.00 
10/31/15,2015 ,October,40,United Kingdom,England,Educational Services,Basic Training,2, 437.50 , 441.50 , 875.00 , 883.00 
11/19/15,2015 ,November,40,United Kingdom,England,Consultant Services,Test Procedures,2," 1,147.50 "," 1,034.00 "," 2,295.00 "," 2,068.00 "
11/24/15,2015 ,November,40,United Kingdom,England,Consultant Services,Test Procedures,1," 2,320.00 "," 2,094.00 "," 2,320.00 "," 2,094.00 "
11/24/15,2015 ,November,40,United Kingdom,England,Educational Services,Basic Training,3, 175.00 , 201.67 , 525.00 , 605.00 
11/26/15,2015 ,November,40,United Kingdom,England,Consultant Services,Test Procedures,2," 1,192.00 "," 1,117.50 "," 2,384.00 "," 2,235.00 "
11/26/15,2015 ,November,40,United Kingdom,England,Educational Services,Basic Training,3, 186.67 , 211.00 , 560.00 , 633.00 
11/28/15,2015 ,November,40,United Kingdom,England,Consultant Services,Test Procedures,1," 2,384.00 "," 2,192.00 "," 2,384.00 "," 2,192.00 "
12/11/15,2015 ,December,40,United Kingdom,England,Consultant Services,Food Quality Evaluation,3, 180.00 , 167.33 , 540.00 , 502.00 
12/11/15,2015 ,December,40,United Kingdom,England,Educational Services,Basic Training,1, 630.00 , 669.00 , 630.00 , 669.00 
1/29/16,2016 ,January,41,Germany,Hessen,Educational Services,Data Collection,1, 660.00 ," 1,066.00 ", 660.00 ," 1,066.00 "
1/29/16,2016 ,January,41,Germany,Hessen,Educational Services,Data Collection,1, 37.00 , 56.00 , 37.00 , 56.00 
3/19/16,2016 ,March,41,Germany,Hessen,Consultant Services,Networking,1," 2,384.00 "," 2,988.00 "," 2,384.00 "," 2,988.00 "
3/19/16,2016 ,March,41,Germany,Hessen,Educational Services,Data Collection,2, 377.00 , 589.00 , 754.00 ," 1,178.00 "
3/19/16,2016 ,March,41,Germany,Hessen,Educational Services,Data Collection,2, 37.50 , 56.50 , 75.00 , 113.00 
6/13/16,2016 ,June,41,Germany,Hessen,Consultant Services,Test Procedures,3, 814.33 ," 1,139.67 "," 2,443.00 "," 3,419.00 "
6/13/16,2016 ,June,41,Germany,Hessen,Educational Services,High level food mng,3, 18.00 , 25.33 , 54.00 , 76.00 
7/1/15,2015 ,July,41,Germany,Hessen,Educational Services,High level food mng,2, 25.00 , 33.50 , 50.00 , 67.00 
7/1/15,2015 ,July,41,Germany,Hessen,Educational Services,High level food mng,3, 46.67 , 59.00 , 140.00 , 177.00 
6/22/16,2016 ,June,41,Germany,Hamburg,Educational Services,Data Collection ,1, 111.00 , 166.00 , 111.00 , 166.00 
10/5/15,2015 ,October,41,Germany,Hamburg,Educational Services,Data Collection ,3, 63.67 , 84.67 , 191.00 , 254.00 
1/15/16,2016 ,January,42,India,Kerala,Educational Services,High level food mng,3, 45.00 , 67.00 , 135.00 , 201.00 
1/15/16,2016 ,January,42,India,Kerala,Food Products,Containers,3, 228.67 , 290.00 , 686.00 , 870.00 
